original_text,cleaned_text,case_folding,tokenized_text,normalized_text,stopword_removed
"Acaranya sangat bagus, menarik, dan ilmunya sangat bermanfaat.		",Acaranya sangat bagus menarik dan ilmunya sangat bermanfaat,acaranya sangat bagus menarik dan ilmunya sangat bermanfaat,"['acaranya', 'sangat', 'bagus', 'menarik', 'dan', 'ilmunya', 'sangat', 'bermanfaat']","['acara', 'sangat', 'keren', 'seru', 'dan', 'pengalaman', 'sangat', 'bermanfaat']","['acara', 'keren', 'seru', 'pengalaman', 'bermanfaat']"
"sudah baguss materi dapat dipahami dengan baik		",sudah baguss materi dapat dipahami dengan baik,sudah baguss materi dapat dipahami dengan baik,"['sudah', 'baguss', 'materi', 'dapat', 'dipahami', 'dengan', 'baik']","['sudah', 'keren', 'materi', 'dapat', 'paham', 'dengan', 'baik']","['keren', 'materi', 'paham', 'baik']"
"Semoga bisa mengadakan kegiatan bermanfaat seperti ini lagi		",Semoga bisa mengadakan kegiatan bermanfaat seperti ini lagi,semoga bisa mengadakan kegiatan bermanfaat seperti ini lagi,"['semoga', 'bisa', 'mengadakan', 'kegiatan', 'bermanfaat', 'seperti', 'ini', 'lagi']","['semoga', 'bisa', 'mengadakan', 'acara', 'bermanfaat', 'seperti', 'ini', 'lagi']","['semoga', 'mengadakan', 'acara', 'bermanfaat']"
"tidak ada, narasumbernya cukup informatif		",tidak ada narasumbernya cukup informatif,tidak ada narasumbernya cukup informatif,"['tidak', 'ada', 'narasumbernya', 'cukup', 'informatif']","['tidak', 'ada', 'narasumber', 'cukup', 'informatif']","['narasumber', 'cukup', 'informatif']"
"Kegiatan sudah berjalan dengan baik.		",Kegiatan sudah berjalan dengan baik,kegiatan sudah berjalan dengan baik,"['kegiatan', 'sudah', 'berjalan', 'dengan', 'baik']","['acara', 'sudah', 'terlaksana', 'dengan', 'baik']","['acara', 'terlaksana', 'baik']"
"Kegiatan terlaksana dengan baik		",Kegiatan terlaksana dengan baik,kegiatan terlaksana dengan baik,"['kegiatan', 'terlaksana', 'dengan', 'baik']","['acara', 'terlaksana', 'dengan', 'baik']","['acara', 'terlaksana', 'baik']"
"banyak peserta yang kurang tertib.		",banyak peserta yang kurang tertib,banyak peserta yang kurang tertib,"['banyak', 'peserta', 'yang', 'kurang', 'tertib']","['banyak', 'peserta', 'yang', 'kurang', 'tertib']","['banyak', 'peserta', 'tertib']"
"Semoga terlaksana dengan baik untuk kedepannya		",Semoga terlaksana dengan baik untuk kedepannya,semoga terlaksana dengan baik untuk kedepannya,"['semoga', 'terlaksana', 'dengan', 'baik', 'untuk', 'kedepannya']","['semoga', 'terlaksana', 'dengan', 'baik', 'untuk', 'ke depannya']","['semoga', 'terlaksana', 'baik', 'ke depannya']"
"Semoga lebih tertib lagi kedepannya.		",Semoga lebih tertib lagi kedepannya,semoga lebih tertib lagi kedepannya,"['semoga', 'lebih', 'tertib', 'lagi', 'kedepannya']","['semoga', 'lebih', 'tertib', 'lagi', 'ke depannya']","['semoga', 'tertib', 'ke depannya']"
"Kegiatan sudah berjalan dengan sangat baik		",Kegiatan sudah berjalan dengan sangat baik,kegiatan sudah berjalan dengan sangat baik,"['kegiatan', 'sudah', 'berjalan', 'dengan', 'sangat', 'baik']","['acara', 'sudah', 'terlaksana', 'dengan', 'sangat', 'baik']","['acara', 'terlaksana', 'baik']"
"suara bocor di tengah webinar		",suara bocor di tengah webinar,suara bocor di tengah webinar,"['suara', 'bocor', 'di', 'tengah', 'webinar']","['suara', 'bocor', 'di', 'tengah', 'seminar']","['suara', 'bocor', 'tengah', 'seminar']"
"salah satu pemateri menyebutkan hal-hal internal yang seharusnya tidak disebutkan pada webinar bertaraf nasional		",salah satu pemateri menyebutkan halhal internal yang seharusnya tidak disebutkan pada webinar bertaraf nasional,salah satu pemateri menyebutkan halhal internal yang seharusnya tidak disebutkan pada webinar bertaraf nasional,"['salah', 'satu', 'pemateri', 'menyebutkan', 'halhal', 'internal', 'yang', 'seharusnya', 'tidak', 'disebutkan', 'pada', 'webinar', 'bertaraf', 'nasional']","['salah', 'satu', 'narasumber', 'sebut', 'hal', 'internal', 'yang', 'seharusnya', 'tidak', 'disebutkan', 'pada', 'seminar', 'taraf', 'nasional']","['salah', 'satu', 'narasumber', 'sebut', 'internal', 'disebutkan', 'seminar', 'taraf', 'nasional']"
"Saya merasa webinar ini sudah berjalan dengan sangat baik		",Saya merasa webinar ini sudah berjalan dengan sangat baik,saya merasa webinar ini sudah berjalan dengan sangat baik,"['saya', 'merasa', 'webinar', 'ini', 'sudah', 'berjalan', 'dengan', 'sangat', 'baik']","['saya', 'merasa', 'seminar', 'ini', 'sudah', 'terlaksana', 'dengan', 'sangat', 'baik']","['merasa', 'seminar', 'terlaksana', 'baik']"
"Acara sudah sangat baik		",Acara sudah sangat baik,acara sudah sangat baik,"['acara', 'sudah', 'sangat', 'baik']","['acara', 'sudah', 'sangat', 'baik']","['acara', 'baik']"
"materi yang dibawakan selalu menarik, tetap dipertahankan		",materi yang dibawakan selalu menarik tetap dipertahankan,materi yang dibawakan selalu menarik tetap dipertahankan,"['materi', 'yang', 'dibawakan', 'selalu', 'menarik', 'tetap', 'dipertahankan']","['materi', 'yang', 'disampaikan', 'selalu', 'seru', 'tetap', 'dipertahankan']","['materi', 'disampaikan', 'selalu', 'seru', 'tetap', 'dipertahankan']"
"Saya harap kedepannya lebih interaktif atau lebih seru lagi, tampilan zoomnya juga lebih baik lagi.		",Saya harap kedepannya lebih interaktif atau lebih seru lagi tampilan zoomnya juga lebih baik lagi,saya harap kedepannya lebih interaktif atau lebih seru lagi tampilan zoomnya juga lebih baik lagi,"['saya', 'harap', 'kedepannya', 'lebih', 'interaktif', 'atau', 'lebih', 'seru', 'lagi', 'tampilan', 'zoomnya', 'juga', 'lebih', 'baik', 'lagi']","['saya', 'harap', 'ke depannya', 'lebih', 'interaksi', 'atau', 'lebih', 'menarik', 'lagi', 'tampilan', 'zoom', 'juga', 'lebih', 'baik', 'lagi']","['harap', 'ke depannya', 'interaksi', 'menarik', 'tampilan', 'zoom', 'baik']"
"untuk slot zoom tidak memenuhi, dengan peminat yang ingin mengikut webinar, saran mungkin bisa menggunakan live youtube untuk peserta yang tidak bisa mengikuti webinar di Zoom		",untuk slot zoom tidak memenuhi dengan peminat yang ingin mengikut webinar saran mungkin bisa menggunakan live youtube untuk peserta yang tidak bisa mengikuti webinar di Zoom,untuk slot zoom tidak memenuhi dengan peminat yang ingin mengikut webinar saran mungkin bisa menggunakan live youtube untuk peserta yang tidak bisa mengikuti webinar di zoom,"['untuk', 'slot', 'zoom', 'tidak', 'memenuhi', 'dengan', 'peminat', 'yang', 'ingin', 'mengikut', 'webinar', 'saran', 'mungkin', 'bisa', 'menggunakan', 'live', 'youtube', 'untuk', 'peserta', 'yang', 'tidak', 'bisa', 'mengikuti', 'webinar', 'di', 'zoom']","['untuk', 'slot', 'zoom', 'tidak', 'memenuhi', 'dengan', 'peserta', 'yang', 'ingin', 'ikut', 'seminar', 'usulan', 'mungkin', 'bisa', 'menggunakan', 'langsung', 'youtube', 'untuk', 'peserta', 'yang', 'tidak', 'bisa', 'ikut', 'seminar', 'di', 'zoom']","['slot', 'zoom', 'memenuhi', 'peserta', 'ikut', 'seminar', 'usulan', 'mungkin', 'menggunakan', 'langsung', 'youtube', 'peserta', 'ikut', 'seminar', 'zoom']"
"Kegiatannya sudah berjalan dengan cukup baik		",Kegiatannya sudah berjalan dengan cukup baik,kegiatannya sudah berjalan dengan cukup baik,"['kegiatannya', 'sudah', 'berjalan', 'dengan', 'cukup', 'baik']","['acara', 'sudah', 'terlaksana', 'dengan', 'cukup', 'baik']","['acara', 'terlaksana', 'cukup', 'baik']"
"kedepannya mohon seluruh peserta harap bisa bergabung ke zoom.		",kedepannya mohon seluruh peserta harap bisa bergabung ke zoom,kedepannya mohon seluruh peserta harap bisa bergabung ke zoom,"['kedepannya', 'mohon', 'seluruh', 'peserta', 'harap', 'bisa', 'bergabung', 'ke', 'zoom']","['ke depannya', 'mohon', 'seluruh', 'peserta', 'harap', 'bisa', 'gabung', 'ke', 'zoom']","['ke depannya', 'mohon', 'seluruh', 'peserta', 'harap', 'gabung', 'zoom']"
"Bagus acaranya		",Bagus acaranya,bagus acaranya,"['bagus', 'acaranya']","['keren', 'acara']","['keren', 'acara']"
"Kegiatan berjalan dengan baik		",Kegiatan berjalan dengan baik,kegiatan berjalan dengan baik,"['kegiatan', 'berjalan', 'dengan', 'baik']","['acara', 'terlaksana', 'dengan', 'baik']","['acara', 'terlaksana', 'baik']"
"kegiatan sudah terlaksana sangat bagus		",kegiatan sudah terlaksana sangat bagus,kegiatan sudah terlaksana sangat bagus,"['kegiatan', 'sudah', 'terlaksana', 'sangat', 'bagus']","['acara', 'sudah', 'terlaksana', 'sangat', 'keren']","['acara', 'terlaksana', 'keren']"
"Sejauh ini baik dan menyenangkan		",Sejauh ini baik dan menyenangkan,sejauh ini baik dan menyenangkan,"['sejauh', 'ini', 'baik', 'dan', 'menyenangkan']","['sejauh', 'ini', 'baik', 'dan', 'senang']","['sejauh', 'baik', 'senang']"
"Sarannya semoga bisa mengadakan event seperti ini lagi.		",Sarannya semoga bisa mengadakan event seperti ini lagi,sarannya semoga bisa mengadakan event seperti ini lagi,"['sarannya', 'semoga', 'bisa', 'mengadakan', 'event', 'seperti', 'ini', 'lagi']","['usulan', 'semoga', 'bisa', 'mengadakan', 'acara', 'seperti', 'ini', 'lagi']","['usulan', 'semoga', 'mengadakan', 'acara']"
"ditingkatkan materi yang diberikan.		",ditingkatkan materi yang diberikan,ditingkatkan materi yang diberikan,"['ditingkatkan', 'materi', 'yang', 'diberikan']","['ditingkatkan', 'materi', 'yang', 'diberikan']","['ditingkatkan', 'materi', 'diberikan']"
"ditingkatkan kualitas zoom		",ditingkatkan kualitas zoom,ditingkatkan kualitas zoom,"['ditingkatkan', 'kualitas', 'zoom']","['ditingkatkan', 'kualitas', 'zoom']","['ditingkatkan', 'kualitas', 'zoom']"
"Kegiatan telah terselenggara dengan baik dan dengan persiapan yang matang		",Kegiatan telah terselenggara dengan baik dan dengan persiapan yang matang,kegiatan telah terselenggara dengan baik dan dengan persiapan yang matang,"['kegiatan', 'telah', 'terselenggara', 'dengan', 'baik', 'dan', 'dengan', 'persiapan', 'yang', 'matang']","['acara', 'telah', 'terselenggara', 'dengan', 'baik', 'dan', 'dengan', 'persiapan', 'yang', 'matang']","['acara', 'terselenggara', 'baik', 'persiapan', 'matang']"
"Waktunya mungkin bisa pagi karena otak masih fresh		",Waktunya mungkin bisa pagi karena otak masih fresh,waktunya mungkin bisa pagi karena otak masih fresh,"['waktunya', 'mungkin', 'bisa', 'pagi', 'karena', 'otak', 'masih', 'fresh']","['waktu', 'mungkin', 'bisa', 'waktu', 'karena', 'otak', 'masih', 'segar']","['waktu', 'mungkin', 'waktu', 'otak', 'segar']"
"Terima kasih kepada panitia pelaksana acara webinar FKBMIK dan Progate		",Terima kasih kepada panitia pelaksana acara webinar FKBMIK dan Progate,terima kasih kepada panitia pelaksana acara webinar fkbmik dan progate,"['terima', 'kasih', 'kepada', 'panitia', 'pelaksana', 'acara', 'webinar', 'fkbmik', 'dan', 'progate']","['terima', 'kasih', 'kepada', 'penyelenggara', 'penyelenggara', 'acara', 'seminar', 'fkbmik', 'dan', 'sponsor']","['terima', 'kasih', 'penyelenggara', 'penyelenggara', 'acara', 'seminar', 'fkbmik', 'sponsor']"
"Terkadang suara dari pembicara kurang terdengar jelas		",Terkadang suara dari pembicara kurang terdengar jelas,terkadang suara dari pembicara kurang terdengar jelas,"['terkadang', 'suara', 'dari', 'pembicara', 'kurang', 'terdengar', 'jelas']","['terkadang', 'suara', 'dari', 'narasumber', 'kurang', 'dengar', 'jelas']","['terkadang', 'suara', 'narasumber', 'dengar', 'jelas']"
"Acaranya baguss dan berjalan lancar, zoom tidak ada kendala.		",Acaranya baguss dan berjalan lancar zoom tidak ada kendala,acaranya baguss dan berjalan lancar zoom tidak ada kendala,"['acaranya', 'baguss', 'dan', 'berjalan', 'lancar', 'zoom', 'tidak', 'ada', 'kendala']","['acara', 'keren', 'dan', 'terlaksana', 'sukses', 'zoom', 'tidak', 'ada', 'kendala']","['acara', 'keren', 'terlaksana', 'sukses', 'zoom', 'kendala']"
"webinar dengan topik yang menarik		",webinar dengan topik yang menarik,webinar dengan topik yang menarik,"['webinar', 'dengan', 'topik', 'yang', 'menarik']","['seminar', 'dengan', 'tema', 'yang', 'seru']","['seminar', 'tema', 'seru']"
"Sudah sangat menarik acara ini mudah di pahami		",Sudah sangat menarik acara ini mudah di pahami,sudah sangat menarik acara ini mudah di pahami,"['sudah', 'sangat', 'menarik', 'acara', 'ini', 'mudah', 'di', 'pahami']","['sudah', 'sangat', 'seru', 'acara', 'ini', 'mudah', 'di', 'paham']","['seru', 'acara', 'mudah', 'paham']"
"Informasi sangat bermanfaat, mudah dimengerti.		",Informasi sangat bermanfaat mudah dimengerti,informasi sangat bermanfaat mudah dimengerti,"['informasi', 'sangat', 'bermanfaat', 'mudah', 'dimengerti']","['penyampaian', 'sangat', 'bermanfaat', 'mudah', 'mengerti']","['penyampaian', 'bermanfaat', 'mudah', 'mengerti']"
"acara yang sangat menarik		",acara yang sangat menarik,acara yang sangat menarik,"['acara', 'yang', 'sangat', 'menarik']","['acara', 'yang', 'sangat', 'seru']","['acara', 'seru']"
"Materi kegiatan FKBMIK ini sangat bermanfaat bagi seorang mahasiswa.		",Materi kegiatan FKBMIK ini sangat bermanfaat bagi seorang mahasiswa,materi kegiatan fkbmik ini sangat bermanfaat bagi seorang mahasiswa,"['materi', 'kegiatan', 'fkbmik', 'ini', 'sangat', 'bermanfaat', 'bagi', 'seorang', 'mahasiswa']","['materi', 'acara', 'fkbmik', 'ini', 'sangat', 'bermanfaat', 'bagi', 'seorang', 'mahasiswa']","['materi', 'acara', 'fkbmik', 'bermanfaat', 'seorang', 'mahasiswa']"
"Cara penyampaian materinya baik sehingga mudah dipahami.		",Cara penyampaian materinya baik sehingga mudah dipahami,cara penyampaian materinya baik sehingga mudah dipahami,"['cara', 'penyampaian', 'materinya', 'baik', 'sehingga', 'mudah', 'dipahami']","['cara', 'penyampaian', 'materi', 'baik', 'sehingga', 'mudah', 'paham']","['cara', 'penyampaian', 'materi', 'baik', 'mudah', 'paham']"
"Kapasitas zoomnya ditambah kalo bisa		",Kapasitas zoomnya ditambah kalo bisa,kapasitas zoomnya ditambah kalo bisa,"['kapasitas', 'zoomnya', 'ditambah', 'kalo', 'bisa']","['kapasitas', 'zoom', 'tambah', 'kalau', 'bisa']","['kapasitas', 'zoom', 'tambah']"
"Saran saja mungkin untuk waktu pelaksanaan lebih bisa tepat waktu agar tidak molor		",Saran saja mungkin untuk waktu pelaksanaan lebih bisa tepat waktu agar tidak molor,saran saja mungkin untuk waktu pelaksanaan lebih bisa tepat waktu agar tidak molor,"['saran', 'saja', 'mungkin', 'untuk', 'waktu', 'pelaksanaan', 'lebih', 'bisa', 'tepat', 'waktu', 'agar', 'tidak', 'molor']","['usulan', 'saja', 'mungkin', 'untuk', 'waktu', 'pelaksanaan', 'lebih', 'bisa', 'tepat', 'waktu', 'agar', 'tidak', 'terlambat']","['usulan', 'mungkin', 'waktu', 'pelaksanaan', 'tepat', 'waktu', 'terlambat']"
"Acara sangat bagus dan berjalan dengan baik.		",Acara sangat bagus dan berjalan dengan baik,acara sangat bagus dan berjalan dengan baik,"['acara', 'sangat', 'bagus', 'dan', 'berjalan', 'dengan', 'baik']","['acara', 'sangat', 'keren', 'dan', 'terlaksana', 'dengan', 'baik']","['acara', 'keren', 'terlaksana', 'baik']"
"semoga webinar kedepannya bisa berjalan lebih lancar lagi		",semoga webinar kedepannya bisa berjalan lebih lancar lagi,semoga webinar kedepannya bisa berjalan lebih lancar lagi,"['semoga', 'webinar', 'kedepannya', 'bisa', 'berjalan', 'lebih', 'lancar', 'lagi']","['semoga', 'seminar', 'ke depannya', 'bisa', 'terlaksana', 'lebih', 'sukses', 'lagi']","['semoga', 'seminar', 'ke depannya', 'terlaksana', 'sukses']"
"Kalau bisa perbanyak kuota untuk zoom karena banyak yang tidak bisa masuk		",Kalau bisa perbanyak kuota untuk zoom karena banyak yang tidak bisa masuk,kalau bisa perbanyak kuota untuk zoom karena banyak yang tidak bisa masuk,"['kalau', 'bisa', 'perbanyak', 'kuota', 'untuk', 'zoom', 'karena', 'banyak', 'yang', 'tidak', 'bisa', 'masuk']","['kalau', 'bisa', 'banyak', 'kuota', 'untuk', 'zoom', 'karena', 'banyak', 'yang', 'tidak', 'bisa', 'masuk']","['banyak', 'kuota', 'zoom', 'banyak', 'masuk']"
"semoga kedepannya acara bisa lebih baik lagi		",semoga kedepannya acara bisa lebih baik lagi,semoga kedepannya acara bisa lebih baik lagi,"['semoga', 'kedepannya', 'acara', 'bisa', 'lebih', 'baik', 'lagi']","['semoga', 'ke depannya', 'acara', 'bisa', 'lebih', 'baik', 'lagi']","['semoga', 'ke depannya', 'acara', 'baik']"
"Sukses selalu buat FKBMIK UPN		",Sukses selalu buat FKBMIK UPN,sukses selalu buat fkbmik upn,"['sukses', 'selalu', 'buat', 'fkbmik', 'upn']","['sukses', 'selalu', 'buat', 'fkbmik', 'upn']","['sukses', 'selalu', 'buat', 'fkbmik', 'upn']"
"Kegiatan sangat bermanfaat		",Kegiatan sangat bermanfaat,kegiatan sangat bermanfaat,"['kegiatan', 'sangat', 'bermanfaat']","['acara', 'sangat', 'bermanfaat']","['acara', 'bermanfaat']"
"terima kasih karena sudah mengadakan webinar seperti ini:)		",terima kasih karena sudah mengadakan webinar seperti ini,terima kasih karena sudah mengadakan webinar seperti ini,"['terima', 'kasih', 'karena', 'sudah', 'mengadakan', 'webinar', 'seperti', 'ini']","['terima', 'kasih', 'karena', 'sudah', 'mengadakan', 'seminar', 'seperti', 'ini']","['terima', 'kasih', 'mengadakan', 'seminar']"
"Kegiatan sudah terlaksana dengan baik		",Kegiatan sudah terlaksana dengan baik,kegiatan sudah terlaksana dengan baik,"['kegiatan', 'sudah', 'terlaksana', 'dengan', 'baik']","['acara', 'sudah', 'terlaksana', 'dengan', 'baik']","['acara', 'terlaksana', 'baik']"
"Acara beralngsung sangat baik dan bermanfaat sekali		",Acara beralngsung sangat baik dan bermanfaat sekali,acara beralngsung sangat baik dan bermanfaat sekali,"['acara', 'beralngsung', 'sangat', 'baik', 'dan', 'bermanfaat', 'sekali']","['acara', 'dilaksanakan', 'sangat', 'baik', 'dan', 'bermanfaat', 'sekali']","['acara', 'dilaksanakan', 'baik', 'bermanfaat', 'sekali']"
"sarannya lebih sering lagi mengadakan seminar seperti ini agar bisa membantu mahasiswa dalam memahami betapa pentingnya bidang komputer di era modern ini		",sarannya lebih sering lagi mengadakan seminar seperti ini agar bisa membantu mahasiswa dalam memahami betapa pentingnya bidang komputer di era modern ini,sarannya lebih sering lagi mengadakan seminar seperti ini agar bisa membantu mahasiswa dalam memahami betapa pentingnya bidang komputer di era modern ini,"['sarannya', 'lebih', 'sering', 'lagi', 'mengadakan', 'seminar', 'seperti', 'ini', 'agar', 'bisa', 'membantu', 'mahasiswa', 'dalam', 'memahami', 'betapa', 'pentingnya', 'bidang', 'komputer', 'di', 'era', 'modern', 'ini']","['usulan', 'lebih', 'sering', 'lagi', 'mengadakan', 'seminar', 'seperti', 'ini', 'agar', 'bisa', 'membantu', 'mahasiswa', 'dalam', 'paham', 'betapa', 'penting', 'bidang', 'komputer', 'di', 'era', 'inovatif', 'ini']","['usulan', 'sering', 'mengadakan', 'seminar', 'membantu', 'mahasiswa', 'paham', 'betapa', 'penting', 'bidang', 'komputer', 'era', 'inovatif']"
"sebaiknya acaranya tidak hari weekend		",sebaiknya acaranya tidak hari weekend,sebaiknya acaranya tidak hari weekend,"['sebaiknya', 'acaranya', 'tidak', 'hari', 'weekend']","['sebaiknya', 'acara', 'tidak', 'hari', 'akhir pekan']","['sebaiknya', 'acara', 'hari', 'akhir pekan']"
"Kegiatan berlangsung sangat baik		",Kegiatan berlangsung sangat baik,kegiatan berlangsung sangat baik,"['kegiatan', 'berlangsung', 'sangat', 'baik']","['acara', 'dilaksanakan', 'sangat', 'baik']","['acara', 'dilaksanakan', 'baik']"
"Acara berjalan baik dan lancar, materi yang disampaikan menarik		",Acara berjalan baik dan lancar materi yang disampaikan menarik,acara berjalan baik dan lancar materi yang disampaikan menarik,"['acara', 'berjalan', 'baik', 'dan', 'lancar', 'materi', 'yang', 'disampaikan', 'menarik']","['acara', 'terlaksana', 'baik', 'dan', 'sukses', 'materi', 'yang', 'disampaikan', 'seru']","['acara', 'terlaksana', 'baik', 'sukses', 'materi', 'disampaikan', 'seru']"
"Kritik : Room belum di buka padahal sudah pukul 12.45 lebih		",Kritik Room belum di buka padahal sudah pukul lebih,kritik room belum di buka padahal sudah pukul lebih,"['kritik', 'room', 'belum', 'di', 'buka', 'padahal', 'sudah', 'pukul', 'lebih']","['kritik', 'ruang', 'belum', 'di', 'buka', 'padahal', 'sudah', 'pukul', 'lebih']","['kritik', 'ruang', 'buka', 'padahal', 'pukul']"
"Kapasitas zoom penuh		",Kapasitas zoom penuh,kapasitas zoom penuh,"['kapasitas', 'zoom', 'penuh']","['kapasitas', 'zoom', 'penuh']","['kapasitas', 'zoom', 'penuh']"
"materinya bermanfaat		",materinya bermanfaat,materinya bermanfaat,"['materinya', 'bermanfaat']","['materi', 'bermanfaat']","['materi', 'bermanfaat']"
